timestamp,msg_id,data
1697836076.604767,1664,48ff0c
1697836076.6047893,516,ccccccccffffffff
1697836076.611196,403105268,0498009401000000
1697836076.6112204,515,ccccc9c9cccccccc
1697836076.6123257,1665,00000000010000
1697836076.6209347,1664,25ff5c
1697836076.6209555,514,cccccccccccccccc
1697836076.6315951,1664,1effe5
1697836076.6316144,513,ccc6cccccccccccc
1697836076.640887,512,07cc909005070808
1697836076.8090365,1280,454c495448494f4e
1697836076.8154662,1281,32434e46322e3335
1697836076.8209612,1282,0c04f42a050042
1697836076.8316004,1283,00712701281b
1697836076.8412497,1284,0000000e004f
1697836076.8512633,1285,000000d200000083
1697836076.8613324,1286,5c001200e60023
1697836076.8710127,1287,10000f19120c
1697836076.8814387,1288,0091051b0806
1697836077.6127985,515,ccccc9c9cccccccc
1697836077.6128235,403105268,0498009401000000
1697836077.6139083,1665,00000000010000
1697836077.6224873,1664,25ff5c
1697836077.6225083,514,cccccccccccccccc
1697836077.6321013,1664,1effe5
1697836077.6321306,513,ccc6cccccccccccc
1697836077.6417832,512,08cc919105070808
1697836077.8096898,1280,454c495448494f4e
1697836077.8171475,1281,32434e46322e3335
1697836077.822501,1282,0c04f52a050042
1697836077.8321364,1283,00712701281b
1697836077.8420913,1284,0000000e004f
1697836077.8526752,1285,000000d200000083
1697836077.862353,1286,5c001200e60023
1697836077.8719888,1287,10000f19120c
1697836077.8826363,1288,0091051b0806
1697836078.606785,1664,48ff0c
1697836078.6068058,516,ccccccccffffffff
1697836078.613206,403105268,0498009401000000
1697836078.6132252,515,ccccc9c9cccccccc
1697836078.6142921,1665,00000000010000
1697836078.6228437,1664,25ff5c
1697836078.6228678,514,cccccccccccccccc
1697836078.632466,1664,1effe5
1697836078.633563,513,ccc9cccccccccccc
1697836078.6431804,512,09cc919105070808
1697836078.8102214,1280,454c495448494f4e
1697836078.817649,1281,32434e46322e3335
1697836078.822995,1282,0c04f62a050042
1697836078.833661,1283,00712813281b
1697836078.842728,1284,0000000e004f
1697836078.8535612,1285,000000d200000083
1697836078.8632057,1286,5c001200e60023
1697836078.8728526,1287,10000f19120c
1697836078.8835535,1288,0091051b0806
1697836079.6072786,1664,48ff0c
1697836079.6073198,516,ccccccccffffffff
1697836079.6138527,403105268,0498009401000000
1697836079.6138794,515,ccccc9c9cccccccc
1697836079.616058,1665,00000000010000
1697836079.623645,1664,25ff5c
1697836079.623685,514,cccccccccccccccc
1697836079.6334107,1664,1effe5
1697836079.633454,513,ccc9cccccccccccc
1697836079.644277,512,0acc919105070808
1697836079.811259,1280,454c495448494f4e
1697836079.8189106,1281,32434e46322e3335
1697836079.8244767,1282,0c04f72a050042
1697836079.83432,1283,00712813281b
1697836079.844088,1284,0000000e004f
1697836079.8538208,1285,000000d200000083
1697836079.8635976,1286,5c001200e60023
1697836079.87344,1287,10000f19120c
1697836079.8845239,1288,0091051b0806
1697836080.6085482,1664,48ff0c
1697836080.608601,516,ccccccccffffffff
1697836080.6151032,403105268,0498009401000000
1697836080.615132,515,ccccc9c9cccccccc
1697836080.616239,1665,00000000010000
1697836080.6249628,1664,25ff5c
1697836080.6250548,514,cccccccccccccccc
1697836080.634822,1664,1effe5
1697836080.6348598,513,ccc9cccccccccccc
1697836080.6445763,512,0bcc909005070808
1697836080.8122203,1280,454c495448494f4e
1697836080.819771,1281,32434e46322e3335
1697836080.8251264,1282,0c04f82a050042
1697836080.8347642,1283,00712813281b
1697836080.844412,1284,0000000e004f
1697836080.8552096,1285,000000d200000083
1697836080.8648612,1286,5c001200e60023
1697836080.8852737,1288,0091051b0806
1697836081.609197,1664,48ff0c
1697836081.6092393,516,ccccccccffffffff
1697836081.6157615,403105268,0498009401000000
1697836081.615799,515,ccccc9c9cccccccc
1697836081.6179748,1665,00000000010000
1697836081.6255577,1664,25ff5c
1697836081.6255946,514,cccccccccccccccc
1697836081.6353478,1664,1effe5
1697836081.6353831,513,ccc9cccccccccccc
1697836081.646169,512,0ccc929205070808
1697836081.8130696,1280,454c495448494f4e
1697836081.8207023,1281,32434e46322e3335
1697836081.826175,1282,0c04f92a050042
1697836081.8359704,1283,00712813281b
1697836081.845705,1284,0000000e004f
1697836081.8554769,1285,000000d200000083
1697836081.8662667,1286,5c001200e60023
1697836081.8759322,1287,10000f19120c
1697836081.8856683,1288,0091051b0806
1697836082.6096745,1664,48ff0c
1697836082.6097076,516,ccccccccffffffff
1697836082.6161354,403105268,0498009401000000
1697836082.6172419,515,ccccc9c9cccccccc
1697836082.617261,1665,00000000010000
1697836082.625848,1664,25ff5c
1697836082.626955,514,cccccccccccccccc
1697836082.636613,1664,1effe5
1697836082.6366456,513,ccc6cccccccccccc
1697836082.6463132,512,0dcc919105070808
1697836082.8143408,1280,454c495448494f4e
1697836082.8209538,1281,32434e46322e3335
1697836082.8264294,1282,0c04fa2a050042
1697836082.8372467,1283,00712701281b
1697836082.8470213,1284,0003000e004f
1697836082.8567955,1285,000000d200000083
1697836082.8665674,1286,5c001200e60023
1697836082.8763325,1287,10000f19120c
1697836082.887734,1288,0091051b0806
1697836083.6111708,1664,48ff0c
1697836083.61123,516,ccccccccffffffff
1697836083.6178033,403105268,0498009401000000
1697836083.617833,515,ccccc6c6cccccccc
1697836083.6189306,1665,00000000010000
1697836083.6266465,1664,25ff5c
1697836083.6277673,514,cccccccccccccccc
1697836083.6375158,1664,1effe5
1697836083.6375535,513,ccc6cccccccccccc
1697836083.6472943,512,0ecc8f8f05070808
1697836083.815018,1280,454c495448494f4e
1697836083.8215952,1281,32434e46322e3335
1697836083.8270626,1282,0c04fb2a050042
1697836083.837906,1283,00712701281b
1697836083.8477051,1284,0009000e004f
1697836083.8575194,1285,000000d200000083
1697836083.867269,1286,5c001200e60023
1697836083.8770375,1287,10000f19120c
1697836083.8879359,1288,0091051b0806
1697836084.6116517,1664,48ff0c
1697836084.6117265,516,ccc9c9c9ffffffff
1697836084.6182156,403105268,0498009401000000
1697836084.6182477,515,ccccc6c6cccccccc
1697836084.6193597,1665,00000000010000
1697836084.628002,1664,25ff5c
1697836084.6280484,514,ccccccccccccccc9
1697836084.6380014,1664,1effe5
1697836084.6380308,513,ccc6cccccccccccc
1697836084.6477354,512,0fc98f8f05070808
1697836084.815255,1280,454c495448494f4e
1697836084.8228526,1281,32434e46322e3335
1697836084.8283255,1282,0c04fc2a050042
1697836084.8380969,1283,007027132818
1697836084.8478348,1284,000d000e004f
1697836084.8586934,1285,000000d200000083
1697836084.8684494,1286,5c001200e60023
1697836084.878249,1287,10000f19120c
1697836084.8880484,1288,0091051b0806
1697836085.6131718,1664,48ff0c
1697836085.6132076,516,ccccccccffffffff
1697836085.6186657,403105268,0498009401000000
1697836085.6186948,515,ccccc9c6cccccccc
1697836085.6208863,1665,00000000010000
1697836085.6284752,1664,25ff5c
1697836085.6285033,514,cccccccccccccccc
1697836085.6388607,1664,1effe5
1697836085.6388824,513,ccc6cccccccccccc
1697836085.6491477,512,10cc909005070808
1697836085.816019,1280,454c495448494f4e
1697836085.8235133,1281,32434e46322e3335
1697836085.8290036,1282,0c04fd2a050042
1697836085.8386927,1283,007027132818
1697836085.8494933,1284,0007000e004f
1697836085.8592203,1285,000000d200000083
1697836085.868869,1286,5c001200e60023
1697836085.8785524,1287,10000f19120c
1697836085.8893178,1288,0091051b0806
1697836086.613865,1664,48ff0c
1697836086.6138978,516,ccccccccffffffff
1697836086.6192625,403105268,0498009401000000
1697836086.620377,515,ccccc9c6cccccccc
1697836086.621481,1665,00000000010000
1697836086.630069,1664,25ff5c
1697836086.630092,514,cccccccccccccccc
1697836086.639759,1664,1effe5
1697836086.6397855,513,ccc6cccccccccccc
1697836086.6494808,512,11cc909005070808
1697836086.8168147,1280,454c495448494f4e
1697836086.8244016,1281,32434e46322e3335
1697836086.8298101,1282,0c04fe2a050042
1697836086.839542,1283,00702713281b
1697836086.850293,1284,0007000e004f
1697836086.8599896,1285,000000d200000083
1697836086.8697085,1286,5c001200e60023
1697836086.8794022,1287,10000f19120c
1697836086.8900893,1288,0091051b0806
1697836087.613935,1664,48ff0c
1697836087.6139784,516,ccccccccffffffff
1697836087.6205251,403105268,0498008b01000000
1697836087.6205747,515,ccccc9c6cccccccc
1697836087.6228194,1665,00000000010000
1697836087.6304662,1664,25ff5d
1697836087.630503,514,cccccccccccccccc
1697836087.6405566,1664,1effe5
1697836087.6405945,513,ccc6cccccccccccc
1697836087.650618,512,12c9909005070808
1697836087.8174324,1280,454c495448494f4e
1697836087.825138,1281,32434e46322e3335
1697836087.830856,1282,0c04ff2a050042
1697836087.840993,1283,00702713281b
1697836087.8510172,1284,0007000d004f
1697836087.8610559,1285,000000d200000083
